id,time,x,y
dynamic,18600,1.57079e+11,5.39399e+08
planet,18660,1.49599e+11,5.55694e+08
dynamic,18660,1.57079e+11,5.41139e+08
planet,18720,1.49599e+11,5.5748e+08
dynamic,18720,1.57079e+11,5.42879e+08
planet,18780,1.49599e+11,5.59267e+08
dynamic,18780,1.57079e+11,5.44619e+08
planet,18840,1.49599e+11,5.61054e+08
dynamic,18840,1.57079e+11,5.46359e+08
planet,18900,1.49599e+11,5.62841e+08
dynamic,18900,1.57079e+11,5.48099e+08
planet,18960,1.49599e+11,5.64627e+08
dynamic,18960,1.57079e+11,5.49839e+08
planet,19020,1.49599e+11,5.66414e+08
dynamic,19020,1.57079e+11,5.51579e+08
planet,19080,1.49599e+11,5.68201e+08
dynamic,19080,1.57079e+11,5.53319e+08
planet,19140,1.49599e+11,5.69988e+08
dynamic,19140,1.57079e+11,5.55059e+08
planet,19200,1.49599e+11,5.71775e+08
dynamic,19200,1.57079e+11,5.56799e+08
planet,19260,1.49599e+11,5.73561e+08
dynamic,19260,1.57079e+11,5.58539e+08
planet,19320,1.49599e+11,5.75348e+08
dynamic,19320,1.57079e+11,5.60279e+08
planet,19380,1.49599e+11,5.77135e+08
dynamic,19380,1.57079e+11,5.62019e+08
planet,19440,1.49599e+11,5.78922e+08
dynamic,19440,1.57079e+11,5.63759e+08
planet,19500,1.49599e+11,5.80709e+08
dynamic,19500,1.57079e+11,5.65499e+08
planet,19560,1.49599e+11,5.82495e+08
dynamic,19560,1.57079e+11,5.67239e+08
planet,19620,1.49599e+11,5.84282e+08
dynamic,19620,1.57079e+11,5.68979e+08
planet,19680,1.49599e+11,5.86069e+08
dynamic,19680,1.57079e+11,5.70719e+08
planet,19740,1.49599e+11,5.87856e+08
dynamic,19740,1.57079e+11,5.72459e+08
planet,19800,1.49599e+11,5.89642e+08
dynamic,19800,1.57079e+11,5.74199e+08
planet,19860,1.49599e+11,5.91429e+08
dynamic,19860,1.57079e+11,5.75939e+08
planet,19920,1.49599e+11,5.93216e+08
dynamic,19920,1.57079e+11,5.77679e+08
planet,19980,1.49599e+11,5.95003e+08
dynamic,19980,1.57079e+11,5.79419e+08
planet,20040,1.49599e+11,5.9679e+08
dynamic,20040,1.57079e+11,5.81159e+08
planet,20100,1.49599e+11,5.98576e+08
dynamic,20100,1.57079e+11,5.82899e+08
planet,20160,1.49599e+11,6.00363e+08
dynamic,20160,1.57079e+11,5.84639e+08
planet,20220,1.49599e+11,6.0215e+08
dynamic,20220,1.57079e+11,5.86379e+08
planet,20280,1.49599e+11,6.03937e+08
dynamic,20280,1.57079e+11,5.88119e+08
planet,20340,1.49599e+11,6.05724e+08
dynamic,20340,1.57079e+11,5.89859e+08
planet,20400,1.49599e+11,6.0751e+08
dynamic,20400,1.57079e+11,5.91599e+08
planet,20460,1.49599e+11,6.09297e+08
dynamic,20460,1.57079e+11,5.93339e+08
planet,20520,1.49599e+11,6.11084e+08
dynamic,20520,1.57079e+11,5.95079e+08
planet,20580,1.49599e+11,6.12871e+08
dynamic,20580,1.57079e+11,5.96819e+08
planet,20640,1.49599e+11,6.14657e+08
dynamic,20640,1.57079e+11,5.98559e+08
planet,20700,1.49599e+11,6.16444e+08
dynamic,20700,1.57079e+11,6.00299e+08
planet,20760,1.49599e+11,6.18231e+08
dynamic,20760,1.57079e+11,6.02039e+08
planet,20820,1.49599e+11,6.20018e+08
dynamic,20820,1.57079e+11,6.03779e+08
planet,20880,1.49599e+11,6.21805e+08
dynamic,20880,1.57079e+11,6.05518e+08
planet,20940,1.49599e+11,6.23591e+08
dynamic,20940,1.57079e+11,6.07258e+08
planet,21000,1.49599e+11,6.25378e+08
dynamic,21000,1.57079e+11,6.08998e+08
planet,21060,1.49599e+11,6.27165e+08
dynamic,21060,1.57079e+11,6.10738e+08
planet,21120,1.49599e+11,6.28952e+08
dynamic,21120,1.57079e+11,6.12478e+08
planet,21180,1.49599e+11,6.30739e+08
dynamic,21180,1.57079e+11,6.14218e+08
planet,21240,1.49599e+11,6.32525e+08
dynamic,21240,1.57079e+11,6.15958e+08
planet,21300,1.49599e+11,6.34312e+08
dynamic,21300,1.57079e+11,6.17698e+08
planet,21360,1.49599e+11,6.36099e+08
dynamic,21360,1.57079e+11,6.19438e+08
planet,21420,1.49599e+11,6.37886e+08
dynamic,21420,1.57079e+11,6.21178e+08
planet,21480,1.49599e+11,6.39672e+08
dynamic,21480,1.57079e+11,6.22918e+08
planet,21540,1.49599e+11,6.41459e+08
dynamic,21540,1.57079e+11,6.24658e+08
planet,21600,1.49599e+11,6.43246e+08
dynamic,21600,1.57079e+11,6.26398e+08
planet,21660,1.49599e+11,6.45033e+08
dynamic,21660,1.57079e+11,6.28138e+08
planet,21720,1.49599e+11,6.4682e+08
dynamic,21720,1.57079e+11,6.29878e+08
planet,21780,1.49599e+11,6.48606e+08
dynamic,21780,1.57079e+11,6.31618e+08
planet,21840,1.49599e+11,6.50393e+08
dynamic,21840,1.57079e+11,6.33358e+08
planet,21900,1.49599e+11,6.5218e+08
dynamic,21900,1.57079e+11,6.35098e+08
planet,21960,1.49599e+11,6.53967e+08
dynamic,21960,1.57079e+11,6.36838e+08
planet,22020,1.49599e+11,6.55753e+08
dynamic,22020,1.57079e+11,6.38578e+08
planet,22080,1.49599e+11,6.5754e+08
dynamic,22080,1.57079e+11,6.40318e+08
planet,22140,1.49599e+11,6.59327e+08
dynamic,22140,1.57079e+11,6.42058e+08
planet,22200,1.49599e+11,6.61114e+08
dynamic,22200,1.57079e+11,6.43798e+08
planet,22260,1.49599e+11,6.62901e+08
dynamic,22260,1.57079e+11,6.45538e+08
planet,22320,1.49599e+11,6.64687e+08
dynamic,22320,1.57079e+11,6.47278e+08
planet,22380,1.49599e+11,6.66474e+08
dynamic,22380,1.57079e+11,6.49018e+08
planet,22440,1.49599e+11,6.68261e+08
dynamic,22440,1.57079e+11,6.50758e+08
planet,22500,1.49598e+11,6.70048e+08
dynamic,22500,1.57079e+11,6.52498e+08
planet,22560,1.49598e+11,6.71835e+08
dynamic,22560,1.57079e+11,6.54238e+08
planet,22620,1.49598e+11,6.73621e+08
dynamic,22620,1.57079e+11,6.55978e+08
planet,22680,1.49598e+11,6.75408e+08
dynamic,22680,1.57079e+11,6.57718e+08
planet,22740,1.49598e+11,6.77195e+08
dynamic,22740,1.57079e+11,6.59458e+08
planet,22800,1.49598e+11,6.78982e+08
dynamic,22800,1.57079e+11,6.61198e+08
planet,22860,1.49598e+11,6.80768e+08
dynamic,22860,1.57079e+11,6.62938e+08
planet,22920,1.49598e+11,6.82555e+08
dynamic,22920,1.57079e+11,6.64678e+08
planet,22980,1.49598e+11,6.84342e+08
dynamic,22980,1.57079e+11,6.66418e+08
planet,23040,1.49598e+11,6.86129e+08
dynamic,23040,1.57079e+11,6.68158e+08
planet,23100,1.49598e+11,6.87916e+08
dynamic,23100,1.57079e+11,6.69898e+08
planet,23160,1.49598e+11,6.89702e+08
dynamic,23160,1.57079e+11,6.71638e+08
planet,23220,1.49598e+11,6.91489e+08
dynamic,23220,1.57079e+11,6.73378e+08
planet,23280,1.49598e+11,6.93276e+08
dynamic,23280,1.57079e+11,6.75118e+08
planet,23340,1.49598e+11,6.95063e+08
dynamic,23340,1.57079e+11,6.76858e+08
planet,23400,1.49598e+11,6.96849e+08
dynamic,23400,1.57079e+11,6.78598e+08
planet,23460,1.49598e+11,6.98636e+08
dynamic,23460,1.57079e+11,6.80338e+08
planet,23520,1.49598e+11,7.00423e+08
dynamic,23520,1.57079e+11,6.82078e+08
planet,23580,1.49598e+11,7.0221e+08
dynamic,23580,1.57079e+11,6.83818e+08
planet,23640,1.49598e+11,7.03997e+08
dynamic,23640,1.57078e+11,6.85558e+08
planet,23700,1.49598e+11,7.05783e+08
dynamic,23700,1.57078e+11,6.87298e+08
planet,23760,1.49598e+11,7.0757e+08
dynamic,23760,1.57078e+11,6.89038e+08
planet,23820,1.49598e+11,7.09357e+08
dynamic,23820,1.57078e+11,6.90778e+08
planet,23880,1.49598e+11,7.11144e+08
dynamic,23880,1.57078e+11,6.92518e+08
planet,23940,1.49598e+11,7.12931e+08
dynamic,23940,1.57078e+11,6.94258e+08
planet,24000,1.49598e+11,7.14717e+08
dynamic,24000,1.57078e+11,6.95998e+08
planet,24060,1.49598e+11,7.16504e+08
dynamic,24060,1.57078e+11,6.97738e+08
planet,24120,1.49598e+11,7.18291e+08
dynamic,24120,1.57078e+11,6.99478e+08
planet,24180,1.49598e+11,7.20078e+08
dynamic,24180,1.57078e+11,7.01218e+08
planet,24240,1.49598e+11,7.21864e+08
dynamic,24240,1.57078e+11,7.02958e+08
planet,24300,1.49598e+11,7.23651e+08
dynamic,24300,1.57078e+11,7.04698e+08
planet,24360,1.49598e+11,7.25438e+08
dynamic,24360,1.57078e+11,7.06438e+08
planet,24420,1.49598e+11,7.27225e+08
dynamic,24420,1.57078e+11,7.08178e+08
planet,24480,1.49598e+11,7.29012e+08
dynamic,24480,1.57078e+11,7.09918e+08
planet,24540,1.49598e+11,7.30798e+08
dynamic,24540,1.57078e+11,7.11658e+08
planet,24600,1.49598e+11,7.32585e+08
dynamic,24600,1.57078e+11,7.13398e+08
planet,24660,1.49598e+11,7.34372e+08
dynamic,24660,1.57078e+11,7.15138e+08
planet,24720,1.49598e+11,7.36159e+08
dynamic,24720,1.57078e+11,7.16877e+08
planet,24780,1.49598e+11,7.37945e+08
dynamic,24780,1.57078e+11,7.18617e+08
planet,24840,1.49598e+11,7.39732e+08
dynamic,24840,1.57078e+11,7.20357e+08
planet,24900,1.49598e+11,7.41519e+08
dynamic,24900,1.57078e+11,7.22097e+08
planet,24960,1.49598e+11,7.43306e+08
dynamic,24960,1.57078e+11,7.23837e+08
planet,25020,1.49598e+11,7.45093e+08
dynamic,25020,1.57078e+11,7.25577e+08
planet,25080,1.49598e+11,7.46879e+08
dynamic,25080,1.57078e+11,7.27317e+08
planet,25140,1.49598e+11,7.48666e+08
dynamic,25140,1.57078e+11,7.29057e+08
planet,25200,1.49598e+11,7.50453e+08
dynamic,25200,1.57078e+11,7.30797e+08
planet,25260,1.49598e+11,7.5224e+08
dynamic,25260,1.57078e+11,7.32537e+08
planet,25320,1.49598e+11,7.54026e+08
dynamic,25320,1.57078e+11,7.34277e+08
planet,25380,1.49598e+11,7.55813e+08
dynamic,25380,1.57078e+11,7.36017e+08
planet,25440,1.49598e+11,7.576e+08
dynamic,25440,1.57078e+11,7.37757e+08
planet,25500,1.49598e+11,7.59387e+08
dynamic,25500,1.57078e+11,7.39497e+08
planet,25560,1.49598e+11,7.61174e+08
dynamic,25560,1.57078e+11,7.41237e+08
planet,25620,1.49598e+11,7.6296e+08
dynamic,25620,1.57078e+11,7.42977e+08
planet,25680,1.49598e+11,7.64747e+08
dynamic,25680,1.57078e+11,7.44717e+08
planet,25740,1.49598e+11,7.66534e+08
dynamic,25740,1.57078e+11,7.46457e+08
planet,25800,1.49598e+11,7.68321e+08
dynamic,25800,1.57078e+11,7.48197e+08
planet,25860,1.49598e+11,7.70107e+08
dynamic,25860,1.57078e+11,7.49937e+08
planet,25920,1.49598e+11,7.71894e+08
dynamic,25920,1.57078e+11,7.51677e+08
planet,25980,1.49598e+11,7.73681e+08
dynamic,25980,1.57078e+11,7.53417e+08
planet,26040,1.49598e+11,7.75468e+08
dynamic,26040,1.57078e+11,7.55157e+08
planet,26100,1.49598e+11,7.77255e+08
dynamic,26100,1.57078e+11,7.56897e+08
planet,26160,1.49598e+11,7.79041e+08
dynamic,26160,1.57078e+11,7.58637e+08
planet,26220,1.49598e+11,7.80828e+08
dynamic,26220,1.57078e+11,7.60377e+08
planet,26280,1.49598e+11,7.82615e+08
dynamic,26280,1.57078e+11,7.62117e+08
planet,26340,1.49598e+11,7.84402e+08
dynamic,26340,1.57078e+11,7.63857e+08
planet,26400,1.49598e+11,7.86188e+08
dynamic,26400,1.57078e+11,7.65597e+08
planet,26460,1.49598e+11,7.87975e+08
dynamic,26460,1.57078e+11,7.67337e+08
planet,26520,1.49598e+11,7.89762e+08
dynamic,26520,1.57078e+11,7.69077e+08
planet,26580,1.49598e+11,7.91549e+08
dynamic,26580,1.57078e+11,7.70817e+08
planet,26640,1.49598e+11,7.93335e+08
dynamic,26640,1.57078e+11,7.72557e+08
planet,26700,1.49598e+11,7.95122e+08
dynamic,26700,1.57078e+11,7.74297e+08
planet,26760,1.49598e+11,7.96909e+08
dynamic,26760,1.57078e+11,7.76037e+08
planet,26820,1.49598e+11,7.98696e+08
dynamic,26820,1.57078e+11,7.77777e+08
planet,26880,1.49598e+11,8.00483e+08
dynamic,26880,1.57078e+11,7.79517e+08
planet,26940,1.49598e+11,8.02269e+08
dynamic,26940,1.57078e+11,7.81257e+08
planet,27000,1.49598e+11,8.04056e+08
dynamic,27000,1.57078e+11,7.82997e+08
planet,27060,1.49598e+11,8.05843e+08
dynamic,27060,1.57078e+11,7.84737e+08
planet,27120,1.49598e+11,8.0763e+08
dynamic,27120,1.57078e+11,7.86477e+08
planet,27180,1.49598e+11,8.09416e+08
dynamic,27180,1.57078e+11,7.88217e+08
planet,27240,1.49598e+11,8.11203e+08
dynamic,27240,1.57078e+11,7.89957e+08
planet,27300,1.49598e+11,8.1299e+08
dynamic,27300,1.57078e+11,7.91697e+08
planet,27360,1.49598e+11,8.14777e+08
dynamic,27360,1.57078e+11,7.93437e+08
planet,27420,1.49598e+11,8.16564e+08
dynamic,27420,1.57078e+11,7.95177e+08
planet,27480,1.49598e+11,8.1835e+08
dynamic,27480,1.57078e+11,7.96917e+08
planet,27540,1.49598e+11,8.20137e+08
dynamic,27540,1.57078e+11,7.98657e+08
planet,27600,1.49598e+11,8.21924e+08
dynamic,27600,1.57078e+11,8.00397e+08
planet,27660,1.49598e+11,8.23711e+08
dynamic,27660,1.57078e+11,8.02136e+08
planet,27720,1.49598e+11,8.25497e+08
dynamic,27720,1.57078e+11,8.03876e+08
planet,27780,1.49598e+11,8.27284e+08
dynamic,27780,1.57078e+11,8.05616e+08
planet,27840,1.49598e+11,8.29071e+08
dynamic,27840,1.57078e+11,8.07356e+08
planet,27900,1.49598e+11,8.30858e+08
dynamic,27900,1.57078e+11,8.09096e+08
planet,27960,1.49598e+11,8.32644e+08
dynamic,27960,1.57078e+11,8.10836e+08
planet,28020,1.49598e+11,8.34431e+08
dynamic,28020,1.57078e+11,8.12576e+08
planet,28080,1.49598e+11,8.36218e+08
dynamic,28080,1.57078e+11,8.14316e+08
planet,28140,1.49598e+11,8.38005e+08
dynamic,28140,1.57078e+11,8.16056e+08
planet,28200,1.49598e+11,8.39792e+08
dynamic,28200,1.57078e+11,8.17796e+08
planet,28260,1.49598e+11,8.41578e+08
dynamic,28260,1.57078e+11,8.19536e+08
planet,28320,1.49598e+11,8.43365e+08
dynamic,28320,1.57078e+11,8.21276e+08
planet,28380,1.49598e+11,8.45152e+08
dynamic,28380,1.57078e+11,8.23016e+08
planet,28440,1.49598e+11,8.46939e+08
dynamic,28440,1.57078e+11,8.24756e+08
planet,28500,1.49598e+11,8.48725e+08
dynamic,28500,1.57078e+11,8.26496e+08
planet,28560,1.49598e+11,8.50512e+08
dynamic,28560,1.57078e+11,8.28236e+08
planet,28620,1.49598e+11,8.52299e+08
dynamic,28620,1.57078e+11,8.29976e+08
planet,28680,1.49598e+11,8.54086e+08
dynamic,28680,1.57078e+11,8.31716e+08
planet,28740,1.49598e+11,8.55873e+08
dynamic,28740,1.57078e+11,8.33456e+08
planet,28800,1.49598e+11,8.57659e+08
dynamic,28800,1.57078e+11,8.35196e+08
planet,28860,1.49598e+11,8.59446e+08
dynamic,28860,1.57078e+11,8.36936e+08
planet,28920,1.49598e+11,8.61233e+08
dynamic,28920,1.57078e+11,8.38676e+08
planet,28980,1.49598e+11,8.6302e+08
dynamic,28980,1.57078e+11,8.40416e+08
planet,29040,1.49597e+11,8.64806e+08
dynamic,29040,1.57078e+11,8.42156e+08
planet,29100,1.49597e+11,8.66593e+08
dynamic,29100,1.57078e+11,8.43896e+08
planet,29160,1.49597e+11,8.6838e+08
dynamic,29160,1.57078e+11,8.45636e+08
planet,29220,1.49597e+11,8.70167e+08
dynamic,29220,1.57078e+11,8.47376e+08
planet,29280,1.49597e+11,8.71953e+08
dynamic,29280,1.57078e+11,8.49116e+08
planet,29340,1.49597e+11,8.7374e+08
dynamic,29340,1.57078e+11,8.50856e+08
planet,29400,1.49597e+11,8.75527e+08
dynamic,29400,1.57078e+11,8.52596e+08
planet,29460,1.49597e+11,8.77314e+08
dynamic,29460,1.57078e+11,8.54336e+08
planet,29520,1.49597e+11,8.79101e+08
dynamic,29520,1.57078e+11,8.56076e+08
planet,29580,1.49597e+11,8.80887e+08
dynamic,29580,1.57078e+11,8.57816e+08
planet,29640,1.49597e+11,8.82674e+08
dynamic,29640,1.57078e+11,8.59556e+08
planet,29700,1.49597e+11,8.84461e+08
dynamic,29700,1.57078e+11,8.61296e+08
planet,29760,1.49597e+11,8.86248e+08
dynamic,29760,1.57078e+11,8.63036e+08
planet,29820,1.49597e+11,8.88034e+08
dynamic,29820,1.57078e+11,8.64776e+08
planet,29880,1.49597e+11,8.89821e+08
dynamic,29880,1.57078e+11,8.66516e+08
planet,29940,1.49597e+11,8.91608e+08
dynamic,29940,1.57078e+11,8.68256e+08
planet,30000,1.49597e+11,8.93395e+08
dynamic,30000,1.57078e+11,8.69996e+08
planet,30060,1.49597e+11,8.95181e+08
dynamic,30060,1.57078e+11,8.71736e+08
planet,30120,1.49597e+11,8.96968e+08
dynamic,30120,1.57078e+11,8.73475e+08
planet,30180,1.49597e+11,8.98755e+08
dynamic,30180,1.57078e+11,8.75215e+08
planet,30240,1.49597e+11,9.00542e+08
dynamic,30240,1.57078e+11,8.76955e+08
planet,30300,1.49597e+11,9.02329e+08
dynamic,30300,1.57078e+11,8.78695e+08
planet,30360,1.49597e+11,9.04115e+08
dynamic,30360,1.57078e+11,8.80435e+08
planet,30420,1.49597e+11,9.05902e+08
dynamic,30420,1.57078e+11,8.82175e+08
planet,30480,1.49597e+11,9.07689e+08
dynamic,30480,1.57077e+11,8.83915e+08
planet,30540,1.49597e+11,9.09476e+08
dynamic,30540,1.57077e+11,8.85655e+08
planet,30600,1.49597e+11,9.11262e+08
dynamic,30600,1.57077e+11,8.87395e+08
planet,30660,1.49597e+11,9.13049e+08
dynamic,30660,1.57077e+11,8.89135e+08
planet,30720,1.49597e+11,9.14836e+08
dynamic,30720,1.57077e+11,8.90875e+08
planet,30780,1.49597e+11,9.16623e+08
dynamic,30780,1.57077e+11,8.92615e+08
planet,30840,1.49597e+11,9.18409e+08
dynamic,30840,1.57077e+11,8.94355e+08
planet,30900,1.49597e+11,9.20196e+08
dynamic,30900,1.57077e+11,8.96095e+08
planet,30960,1.49597e+11,9.21983e+08
dynamic,30960,1.57077e+11,8.97835e+08
planet,31020,1.49597e+11,9.2377e+08
dynamic,31020,1.57077e+11,8.99575e+08
planet,31080,1.49597e+11,9.25556e+08
dynamic,31080,1.57077e+11,9.01315e+08
planet,31140,1.49597e+11,9.27343e+08
dynamic,31140,1.57077e+11,9.03055e+08
planet,31200,1.49597e+11,9.2913e+08
dynamic,31200,1.57077e+11,9.04795e+08
planet,31260,1.49597e+11,9.30917e+08
dynamic,31260,1.57077e+11,9.06535e+08
planet,31320,1.49597e+11,9.32704e+08
dynamic,31320,1.57077e+11,9.08275e+08
planet,31380,1.49597e+11,9.3449e+08
dynamic,31380,1.57077e+11,9.10015e+08
planet,31440,1.49597e+11,9.36277e+08
dynamic,31440,1.57077e+11,9.11755e+08
planet,31500,1.49597e+11,9.38064e+08
dynamic,31500,1.57077e+11,9.13495e+08
planet,31560,1.49597e+11,9.39851e+08
dynamic,31560,1.57077e+11,9.15235e+08
planet,31620,1.49597e+11,9.41637e+08
dynamic,31620,1.57077e+11,9.16975e+08
planet,31680,1.49597e+11,9.43424e+08
dynamic,31680,1.57077e+11,9.18715e+08
planet,31740,1.49597e+11,9.45211e+08
dynamic,31740,1.57077e+11,9.20455e+08
planet,31800,1.49597e+11,9.46998e+08
dynamic,31800,1.57077e+11,9.22195e+08
planet,31860,1.49597e+11,9.48784e+08
dynamic,31860,1.57077e+11,9.23935e+08
planet,31920,1.49597e+11,9.50571e+08
dynamic,31920,1.57077e+11,9.25675e+08
planet,31980,1.49597e+11,9.52358e+08
dynamic,31980,1.57077e+11,9.27415e+08
planet,32040,1.49597e+11,9.54145e+08
dynamic,32040,1.57077e+11,9.29155e+08
planet,32100,1.49597e+11,9.55931e+08
dynamic,32100,1.57077e+11,9.30895e+08
planet,32160,1.49597e+11,9.57718e+08
dynamic,32160,1.57077e+11,9.32634e+08
planet,32220,1.49597e+11,9.59505e+08
dynamic,32220,1.57077e+11,9.34374e+08
planet,32280,1.49597e+11,9.61292e+08
dynamic,32280,1.57077e+11,9.36114e+08
planet,32340,1.49597e+11,9.63079e+08
dynamic,32340,1.57077e+11,9.37854e+08
planet,32400,1.49597e+11,9.64865e+08
dynamic,32400,1.57077e+11,9.39594e+08
planet,32460,1.49597e+11,9.66652e+08
dynamic,32460,1.57077e+11,9.41334e+08
planet,32520,1.49597e+11,9.68439e+08
dynamic,32520,1.57077e+11,9.43074e+08
planet,32580,1.49597e+11,9.70226e+08
dynamic,32580,1.57077e+11,9.44814e+08
planet,32640,1.49597e+11,9.72012e+08
dynamic,32640,1.57077e+11,9.46554e+08
planet,32700,1.49597e+11,9.73799e+08
dynamic,32700,1.57077e+11,9.48294e+08
planet,32760,1.49597e+11,9.75586e+08
dynamic,32760,1.57077e+11,9.50034e+08
planet,32820,1.49597e+11,9.77373e+08
dynamic,32820,1.57077e+11,9.51774e+08
planet,32880,1.49597e+11,9.79159e+08
dynamic,32880,1.57077e+11,9.53514e+08
planet,32940,1.49597e+11,9.80946e+08
dynamic,32940,1.57077e+11,9.55254e+08
planet,33000,1.49597e+11,9.82733e+08
dynamic,33000,1.57077e+11,9.56994e+08
planet,33060,1.49597e+11,9.8452e+08
dynamic,33060,1.57077e+11,9.58734e+08
planet,33120,1.49597e+11,9.86306e+08
dynamic,33120,1.57077e+11,9.60474e+08
planet,33180,1.49597e+11,9.88093e+08
dynamic,33180,1.57077e+11,9.62214e+08
planet,33240,1.49597e+11,9.8988e+08
dynamic,33240,1.57077e+11,9.63954e+08
planet,33300,1.49597e+11,9.91667e+08
dynamic,33300,1.57077e+11,9.65694e+08
planet,33360,1.49597e+11,9.93453e+08
dynamic,33360,1.57077e+11,9.67434e+08
planet,33420,1.49597e+11,9.9524e+08
dynamic,33420,1.57077e+11,9.69174e+08
planet,33480,1.49597e+11,9.97027e+08
dynamic,33480,1.57077e+11,9.70914e+08
planet,33540,1.49597e+11,9.98814e+08
dynamic,33540,1.57077e+11,9.72654e+08
planet,33600,1.49597e+11,1.0006e+09
dynamic,33600,1.57077e+11,9.74394e+08
planet,33660,1.49597e+11,1.00239e+09
dynamic,33660,1.57077e+11,9.76134e+08
planet,33720,1.49597e+11,1.00417e+09
dynamic,33720,1.57077e+11,9.77874e+08
planet,33780,1.49597e+11,1.00596e+09
dynamic,33780,1.57077e+11,9.79614e+08
planet,33840,1.49597e+11,1.00775e+09
dynamic,33840,1.57077e+11,9.81354e+08
planet,33900,1.49597e+11,1.00953e+09
dynamic,33900,1.57077e+11,9.83094e+08
planet,33960,1.49597e+11,1.01132e+09
dynamic,33960,1.57077e+11,9.84834e+08
planet,34020,1.49597e+11,1.01311e+09
dynamic,34020,1.57077e+11,9.86573e+08
planet,34080,1.49597e+11,1.01489e+09
dynamic,34080,1.57077e+11,9.88313e+08
planet,34140,1.49597e+11,1.01668e+09
dynamic,34140,1.57077e+11,9.90053e+08
planet,34200,1.49597e+11,1.01847e+09
dynamic,34200,1.57077e+11,9.91793e+08
planet,34260,1.49597e+11,1.02025e+09
dynamic,34260,1.57077e+11,9.93533e+08
planet,34320,1.49597e+11,1.02204e+09
dynamic,34320,1.57077e+11,9.95273e+08
planet,34380,1.49596e+11,1.02383e+09
dynamic,34380,1.57077e+11,9.97013e+08
planet,34440,1.49596e+11,1.02562e+09
dynamic,34440,1.57077e+11,9.98753e+08
planet,34500,1.49596e+11,1.0274e+09
dynamic,34500,1.57077e+11,1.00049e+09
planet,34560,1.49596e+11,1.02919e+09
dynamic,34560,1.57077e+11,1.00223e+09
planet,34620,1.49596e+11,1.03098e+09
dynamic,34620,1.57077e+11,1.00397e+09
planet,34680,1.49596e+11,1.03276e+09
dynamic,34680,1.57077e+11,1.00571e+09
planet,34740,1.49596e+11,1.03455e+09
dynamic,34740,1.57077e+11,1.00745e+09
planet,34800,1.49596e+11,1.03634e+09
dynamic,34800,1.57077e+11,1.00919e+09
planet,34860,1.49596e+11,1.03812e+09
dynamic,34860,1.57077e+11,1.01093e+09
planet,34920,1.49596e+11,1.03991e+09
dynamic,34920,1.57077e+11,1.01267e+09
planet,34980,1.49596e+11,1.0417e+09
dynamic,34980,1.57077e+11,1.01441e+09
planet,35040,1.49596e+11,1.04348e+09
dynamic,35040,1.57077e+11,1.01615e+09
planet,35100,1.49596e+11,1.04527e+09
dynamic,35100,1.57077e+11,1.01789e+09
planet,35160,1.49596e+11,1.04706e+09
dynamic,35160,1.57077e+11,1.01963e+09
planet,35220,1.49596e+11,1.04884e+09
dynamic,35220,1.57077e+11,1.02137e+09
planet,35280,1.49596e+11,1.05063e+09
dynamic,35280,1.57077e+11,1.02311e+09
planet,35340,1.49596e+11,1.05242e+09
dynamic,35340,1.57077e+11,1.02485e+09
planet,35400,1.49596e+11,1.0542e+09
dynamic,35400,1.57077e+11,1.02659e+09
planet,35460,1.49596e+11,1.05599e+09
dynamic,35460,1.57077e+11,1.02833e+09
planet,35520,1.49596e+11,1.05778e+09
dynamic,35520,1.57077e+11,1.03007e+09
planet,35580,1.49596e+11,1.05956e+09
dynamic,35580,1.57077e+11,1.03181e+09
planet,35640,1.49596e+11,1.06135e+09
dynamic,35640,1.57077e+11,1.03355e+09
planet,35700,1.49596e+11,1.06314e+09
dynamic,35700,1.57077e+11,1.03529e+09
planet,35760,1.49596e+11,1.06492e+09
dynamic,35760,1.57077e+11,1.03703e+09
planet,35820,1.49596e+11,1.06671e+09
dynamic,35820,1.57077e+11,1.03877e+09
planet,35880,1.49596e+11,1.0685e+09
dynamic,35880,1.57077e+11,1.04051e+09
planet,35940,1.49596e+11,1.07028e+09
dynamic,35940,1.57077e+11,1.04225e+09
planet,36000,1.49596e+11,1.07207e+09
dynamic,36000,1.57077e+11,1.04399e+09
planet,36060,1.49596e+11,1.07386e+09
dynamic,36060,1.57076e+11,1.04573e+09
planet,36120,1.49596e+11,1.07564e+09
dynamic,36120,1.57076e+11,1.04747e+09
planet,36180,1.49596e+11,1.07743e+09
dynamic,36180,1.57076e+11,1.04921e+09
planet,36240,1.49596e+11,1.07922e+09
dynamic,36240,1.57076e+11,1.05095e+09
planet,36300,1.49596e+11,1.081e+09
dynamic,36300,1.57076e+11,1.05269e+09
planet,36360,1.49596e+11,1.08279e+09
dynamic,36360,1.57076e+11,1.05443e+09
planet,36420,1.49596e+11,1.08458e+09
dynamic,36420,1.57076e+11,1.05617e+09
planet,36480,1.49596e+11,1.08636e+09
dynamic,36480,1.57076e+11,1.05791e+09
planet,36540,1.49596e+11,1.08815e+09
dynamic,36540,1.57076e+11,1.05965e+09
planet,36600,1.49596e+11,1.08994e+09
dynamic,36600,1.57076e+11,1.06139e+09
planet,36660,1.49596e+11,1.09173e+09
dynamic,36660,1.57076e+11,1.06313e+09
planet,36720,1.49596e+11,1.09351e+09
dynamic,36720,1.57076e+11,1.06487e+09
planet,36780,1.49596e+11,1.0953e+09
dynamic,36780,1.57076e+11,1.06661e+09
planet,36840,1.49596e+11,1.09709e+09
